Video_Title,Yayıncı_Kullanıcı_Adı,Video_Yayın_Tarihi,Video_Like_Sayısı,Video_Dislike_Sayısı,Yorum_Metni,Yorum_Tarihi,Yorum_Kullanici_Adi,Yorum_Like_Sayisi,Yorum_Dislike_Sayisi,Yorum_Reply_Sayisi,Duygu_Durumu
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,honor parası yetmemiş tam sponsorluğa .d,2025-05-10,@YusufEfendi_1,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,"Bunu bir çılgınlık yapıp chatgbt'nin kendisine sordum ve saatlerce yapılış sistemini konuştuk. Aslında mükemmel bir uygulma, hem dini, siyasi, felsefi,tarihi konuları tartışırken verimli sohbet veriyor hemde normal sohbetide sarıyor ama plus'ı ücretsiz kullanma hakkı çok sınırlı 😔 birgün bir çılgınlık yapıp para yatıracam.",2025-05-08,@rabixs_,1,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,0:00 çatcipiti,2025-05-08,@bilax.1,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,olm adam hugolayı bılıyo ohaaaaaaa😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫,2025-05-08,@Tugrulcimen,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Bu uygulama ders anlatım konusunda yanlış bilgi vermesinin sebebini bilen varmı biliyorum ders çalışmada kullanmam belki olur mu dedirtebilir ama ben denemek istedim  aslında güzel gidiyordum ama yanlış bilgi verince nedenini sormak istedim varmı bilen,2025-05-06,@GülerÖzbek-b6g,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,"Peki çağrı bey sizde bu öğrenen yapay nöronlar gibi sizin ekibe kendi düşünme şeklinizi  öğretip, 

mesela haftaya hadi bakalım uzay ve paralel evren hakkında haftaya video yapacağız benim için düşünün diyor ve sonuçlardan memnun oluyor musunuz?",2025-05-03,@Kelib24,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,ülkeleri artık yapay zekalar yönetmeli  .demokrasiler bile hala eksiklere sahip,2025-05-03,@musicadebaileturca3380,1,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Herşeyin taklidini yapıyorlar kısacası beyninde taklidini yapmışlar sadece duygular ruh eksük ama bence zeka varsa bu duygularda var ben düşünüyorum ki ilerde bize ihtiyaç kalmayacak neslimizi yok etmek azaltmak isteyenler olacak,2025-05-01,@umutsonmez308,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,30:07 AGI olacak,2025-05-01,@trustoryz8399,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,PDF dosyaları ile eğitim gptyi grafik analizi vb. bir sürü şeyi yapıp takip edebiliyor.,2025-04-30,@YiğitYılmaz-l3b,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Abi merhaba sana saygım sonsuz hangi dine inaniyorsun,2025-04-30,@Harun-p4k,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,"Bu mesajım beni kandıran Çağrı Mert Bakırcı beyefendiyedir!!   3-4 yıl önceydi sanırım evrim ağacı ivme kazanmış hızla büyüyordu. Çağrı, çocuklara bilimi sevdirecek bir çocuk bilim kanalı kurmayı planladıklarını söyledi! Birkaç yıl sonra çocuk yaptım çocuğum 2,5 yaşına geldi, ekran yasağı bile kalktı eeee hani kanal hani çocuklara bilim? Duygularımla oynadınız ",2025-04-28,@didemd.2491,1,none,2,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Nice videoo,2025-04-26,@selmanbaran7279,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,En iyi chat cpt hangisi ve türkçe dil destegi neden yok,2025-04-24,@fevzisahin3685,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Yapay zeka her şeyi bilemiyor böyle beklentide olan varsa hayal kırıklığına ugrAr sadece  bilgi kaynağına hızlı erişim sağlıyor,2025-04-23,@ugursevim2132,1,none,1,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Tam da merak ettiğim bir soruydu bu videoyu görmem çok iyi oldu gerçekten,2025-04-13,@zeynp972,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,chatgbt de cümlesini tamamlamıyoki çalışsın,2025-04-11,@semihkara3406,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,HUGOLA!! HUGOLA!!,2025-04-08,@yıgıt_dograma_dekerasyon,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Evrim ağacının tişörtünde İNSANLARA İNANMIYORUM demesinin sebebi ne olabilir?(İngilizce yazılmış),2025-04-04,@AliBağmancı-d1v,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Evrimdir evrim,2025-04-03,@ebusway,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Çok güzel anlattınız teşekkür ederim emeyiniz için👏🏻🤍🫂,2025-04-02,@Neriman009,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,40 senelik ocr'ı yapay zeka diye anlatmışsın :),2025-03-30,@Engin.w,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Teşekkürler.,2025-03-04,@onurayric3811,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Yapay Sinir Ağları dersinin finalinde geri yayılım algoritması hesaplarının 1-2 adımını kağıt üzerinde çözülen Ali Tahir Karaşahin hocama selam olsun.,2025-03-01,@ahmedhakanokumus,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,"Naha Kardashian sizi cok sevroyorus 
Uzay hakinda bir vidio yaparmasiniz",2025-03-01,@אביוולפסון-ט1ל,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Bu çok fazla değil mi? İnsan ırkını değersizleştirecek bir adımın başlangıcındayız sanırım evrime şahit oluyoruz. Evrimleşirken bir başlangıcın umudu gibi görünen bu durum gerçekte bir sonu getiriyor. İnsanlar kendi kendinin sonunu hazırlıyor. Gelinen noktayı tehlikeli olarak görüyorum bu oldukça kafa karıştırıcı buna birde robot üreten firmaların ürünlerine entegre edilen yapay beyinleri eklediğim de helix ile tanışıyorum sanırım çok kısa sürede çok büyük değişimlere şahit olacağız bu gerçekten inanılmaz.,2025-02-27,@cücü_10line,0,none,1,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,"ilginç bir katmanda, video bitti :d",2025-02-22,@myilmaz.,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Bazen bile bile yalan söylüyo neden söyledin diyorum kem küm yapıyo kova burcu mudur nedir bilmiyorum diyemiyo,2025-02-21,@merveayazli6176,1,none,1,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Yani bu chatgpt zararlimi yararlimi beynim yandi,2025-02-21,@Brownieeeasli,0,none,1,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Ya yapay zekayı biz öğretmiyorsak. Daha yeni keşif ediyorsak ve yapay zekadan öğreniyorsak.,2025-02-19,@frhadhmdli9691,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Video resmen başyapıt.,2025-02-18,@Acannnnnnn,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Iyi,2025-02-16,@sevketborekci3539,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Teknolojik gelismeleri ogrenmeye genc nesilden geride kalmami engellediginiz icin tesekkur ederim zihinsel olarak adapte olmak teknolojiyi yakalmami sagliyorsunuz ❤,2025-02-16,@eylulsahin2229,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,😮,2025-02-15,@bhasanlarbh,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,"Bu Çağrı, bu kadar uzmanlık ve derin bilgi gerektiren böyle konuları, nasıl okuyor nasıl böyle ayrıntılı ama aynı zamanda anlaşılır hazırlıyor, gerçekten şaşıyorum. Çok büyük emek. Nasıl kendi uzmanlığı ile ilgili kendini geliştirecek zaman buluyor.",2025-02-15,@Hhhh-xo9ci,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Elektrik bi ruhtur astral seyehat elektirik kaçağıdır,2025-02-12,@berkaygol584,1,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Abi hügola izliyonmu,2025-02-12,@GulcanBaysa,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Teşekkürler.,2025-02-11,,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,"19:21 , ukalalik yapmak istemem ama bana gore bu sorunun cevabi istatiksel normal dagilim ile aciklanabilir",2025-02-11,@chadd-fl9zj,1,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,"Bu kadar karmaşık bir konuyu, hiç teknik terime boğmadan, çay içer gibi rahat anlattığınız için tebrikler! 🌟 Yapay zekânın 'mantığını' sanki bir arkadaşla sohbet ediyormuşum gibi öğrendim. Anlatımınız sadece bilgilendirici değil, aynı zamanda insanı meraklandıran  bir hikayeye dönüşmüş. Abone listemin baş köşesindesiniz! 🚀 Yeni başlayanlara şiddetle tavsiye ediyorum. İyi ki varsınız Evrim ağacı 🎉🎉  Son satırda benden olsun yukarıdaki yorumu  yapay zeka yazdı 😊😊",2025-02-10,@sahilelektronikotomasyon,5,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Black box ın içinde ne olduğunu bilmiyor muyuz ? Biraz korkutucu,2025-02-10,@Halfetiliseyyah,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,😊👍👍👍,2025-02-09,@aliulviokten7280,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Lip sync is broken in this video. Fyi,2025-02-09,@aysegulcakal8333,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,❤,2025-02-09,@nevzatkepenek6408,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Yüksek lisans ve doktora çalışmalarım derin öğrenme ile görüntü işleme üzerine..Gerçekten güzel anlatım hatasız 👍🏻,2025-02-09,@electrical-engineer0072,1,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,DeepSeek’e  Çin hakkında controversial sorular sorduğunuzda pek düzgün cevaplar vermiyor bazen doğru cevabı verdikten  hemen sonra cevabı süratle  siliyor yani bazı konularda düzgün çalışmayan  bol sansürlü bir yapay zeka ! 😁,2025-02-09,@samlando7188,1,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Teşekkürler,2025-02-09,@hulyaguler2402,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,🎉🎉🎉,2025-02-06,@kinkon_45,0,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Çağımızın Carl Sagan’ı Evrim Ağacı.,2025-02-03,@Gounesh,1,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,0:36 JAKSKAKSKSKKAK,2025-02-02,@Aytac_1028,1,none,0,Nötr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Çok iyi bölüm olmuş ❤,2025-01-31,@ebruozcan3757,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Yapay zeka ilerde bilinç kazanıp bizden bağımsız olursa peki,2025-01-31,@beratgungor6922,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,"ASLA BİLEMİYOR ! 
Sorulan soruya verdiği cevaba itiraz edince ""evet siz haklısınız"" diye anında dönüyor. Sonra da, ""pardon senin önceden yazdığın doğruymuş"" diyince özür dileyerek tekrar önceki cevaba dönüyor. Yani dönek ve yalaka! Beş para etmez, güvenilmez...
Oysa ki, DeepSeek öyle değil. Daha detaylı, tatmin edici cevaplar veriyor ve asla yazdığını değiştirmiyor.",2025-01-31,@yasemintuna7293,0,none,0,Negatif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,Bu uygulama kodda yazabiliyor mu,2025-01-31,@ateseteknik621,0,none,0,Pozitif
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28,28655,0,"HER ŞEYE YETKİLİ.HİÇBİR ŞEYDEN SORUMLU!  ----
Ekmek, su, aşk bulmak gecikebilir,
Temele taş bulmak gecikebilir.
Devlete baş bulmak gecikebilir,
ADALET gecikmez! Tez verilmeli......------
ADALET mazlumu koruyamıyor ise o adalet değil işkencedir.------
ADALETsizliğin en büyüğü, adil olmayıp adil gibi olmaktır.------
ADALETin küçüldüğü ülkelerde büyük olan artık suçlulardır.------
""İnsanlığın gerçek düşmanları, yapmak istediklerini ADALET kisvesi altında yapanlardır.""-----
Nasıl bel kemiği olmadan vücut dik durmaz, ADALET olmadan o toplum ayakta duramaz, yıkılması mukadderdir!
Ecdadımız adalet dağıtırken, bizler adalete muhtacız. ADALET, mülkün temelidir...------
Bir insanın ne kadar zalimleştiğini merak ediyorsan Hakkınızı aramayı deneyin...----
""ADALET her şeyi lâyık olduğu yere koymaktır. Ayakkabı ayağın, külâh başındır.""----
"" ADALET olmayınca devlet büyük bir çeteden başka nedir ki ? ""-
HER ŞEYE YETKİLİ.HİÇBİR ŞEYDEN SORUMLU!----------",2025-01-30,@lazerkesim-t9f,0,none,0,Negatif
